delivery_area_id;last_date;1728000000000000 nanoseconds;1641600000000000 nanoseconds;1555200000000000 nanoseconds;1468800000000000 nanoseconds;1382400000000000 nanoseconds;1296000000000000 nanoseconds;1209600000000000 nanoseconds;1123200000000000 nanoseconds;1036800000000000 nanoseconds;950400000000000 nanoseconds;864000000000000 nanoseconds;777600000000000 nanoseconds;691200000000000 nanoseconds;604800000000000 nanoseconds;518400000000000 nanoseconds;432000000000000 nanoseconds;345600000000000 nanoseconds;259200000000000 nanoseconds;172800000000000 nanoseconds;86400000000000 nanoseconds;0 nanoseconds;weekday;y
0;2021-11-23;0.936;0.832;1.04;0.808;1.104;0.936;0.896;0.872;0.832;0.952;0.944;1.072;0.872;1.032;1.024;1.0;0.888;1.0;1.128;0.864;1.024;Tuesday;1.168
0;2021-11-16;0.635593220338983;0.940677966101695;0.8135593220338984;0.8050847457627118;0.847457627118644;0.8050847457627118;0.8898305084745762;0.9915254237288136;0.8813559322033898;1.1016949152542372;0.8559322033898306;1.1694915254237288;0.9915254237288136;0.9491525423728814;0.923728813559322;0.8813559322033898;1.0084745762711864;1.0;1.1355932203389831;0.923728813559322;1.0932203389830508;Tuesday;1.0847457627118644
0;2021-11-09;0.7008547008547008;0.8034188034188035;0.8547008547008547;1.0085470085470085;1.0769230769230769;0.7521367521367521;0.7094017094017094;0.6410256410256411;0.9487179487179487;0.8205128205128205;0.811965811965812;0.8547008547008547;0.811965811965812;0.8974358974358975;1.0;0.8888888888888888;1.1111111111111112;0.8632478632478633;1.1794871794871795;1.0;0.9572649572649573;Tuesday;1.1025641025641026
0;2021-11-02;1.2291666666666667;1.1979166666666667;1.1458333333333333;1.4791666666666667;1.25;1.1041666666666667;0.8958333333333334;0.8541666666666666;0.9791666666666666;1.0416666666666667;1.2291666666666667;1.3125;0.9166666666666666;0.8645833333333334;0.78125;1.15625;1.0;0.9895833333333334;1.0416666666666667;0.9895833333333334;1.09375;Tuesday;1.1666666666666667
1;2021-11-23;1.0;1.1458333333333333;0.7291666666666666;0.8333333333333334;1.2152777777777777;0.9652777777777778;0.8125;0.8263888888888888;0.875;0.9722222222222222;0.9444444444444444;0.9513888888888888;0.8333333333333334;0.875;0.9930555555555556;1.0;1.0486111111111112;0.8958333333333334;1.0625;0.9791666666666666;1.0763888888888888;Tuesday;1.0138888888888888
1;2021-11-16;0.7857142857142857;1.126984126984127;1.1825396825396826;1.2063492063492063;1.1825396825396826;1.2063492063492063;1.007936507936508;1.1428571428571428;1.3095238095238095;0.8333333333333334;0.9523809523809523;1.3888888888888888;1.1031746031746033;0.9285714285714286;0.9444444444444444;1.0;1.1111111111111112;1.0793650793650793;1.0873015873015872;0.9523809523809523;1.0;Tuesday;1.2301587301587302
1;2021-11-09;1.0;0.9856115107913669;1.0575539568345325;0.8848920863309353;1.1007194244604317;1.129496402877698;0.9496402877697842;0.7122302158273381;1.0215827338129497;1.0719424460431655;1.0935251798561152;1.0719424460431655;1.0935251798561152;0.9136690647482014;1.0359712230215827;1.1870503597122302;0.7553956834532374;0.8633093525179856;1.2589928057553956;1.0;0.841726618705036;Tuesday;0.9064748201438849
1;2021-11-02;0.9798657718120806;0.8791946308724832;0.959731543624161;0.8859060402684564;0.8322147651006712;0.8859060402684564;0.8791946308724832;0.9328859060402684;0.9194630872483222;0.9865771812080537;0.825503355704698;1.0268456375838926;1.0536912751677852;0.8859060402684564;0.6644295302013423;0.9530201342281879;1.0;1.0201342281879195;1.0;1.0201342281879195;0.8523489932885906;Tuesday;0.785234899328859
3;2021-11-23;0.9166666666666666;1.09375;1.0729166666666667;0.8854166666666666;0.9375;0.8125;0.78125;0.7604166666666666;0.8125;0.9895833333333334;1.03125;0.9791666666666666;0.8958333333333334;0.9583333333333334;1.1770833333333333;1.0;0.875;1.0729166666666667;1.0208333333333333;0.8125;0.8020833333333334;Tuesday;0.96875
3;2021-11-16;0.5978260869565217;1.0;0.8586956521739131;0.6521739130434783;0.967391304347826;0.8152173913043478;0.9891304347826086;0.9565217391304348;1.141304347826087;1.1195652173913044;0.9239130434782609;0.9782608695652174;0.8478260869565217;0.8152173913043478;0.7934782608695652;0.8478260869565217;1.0326086956521738;1.076086956521739;1.0217391304347827;0.9347826086956522;1.0;Tuesday;0.8369565217391305
3;2021-11-09;0.7954545454545454;0.8295454545454546;0.7272727272727273;0.7954545454545454;0.875;0.8522727272727273;0.8068181818181818;0.625;1.0454545454545454;0.8977272727272727;0.6818181818181818;1.0113636363636365;0.8522727272727273;1.0340909090909092;1.0;1.1931818181818181;1.1704545454545454;0.9659090909090909;1.0227272727272727;0.8863636363636364;0.8522727272727273;Tuesday;1.0454545454545454
3;2021-11-02;0.8987341772151899;0.8354430379746836;0.7721518987341772;1.1012658227848102;1.0126582278481013;0.9493670886075949;0.9746835443037974;0.8860759493670886;0.9240506329113924;0.810126582278481;0.8860759493670886;0.9746835443037974;0.9493670886075949;0.8987341772151899;0.6962025316455697;1.1645569620253164;1.0;0.759493670886076;1.1265822784810127;0.9493670886075949;1.1518987341772151;Tuesday;0.9493670886075949
