delivery_area_id;partners_cnt;orders_cnt;day_of_week;hour;delay_rate;perc
0;4;2.0;4;11;0.032720711707235;2.0
0;5;4.0;4;12;0.0444057539593257;1.25
0;7;6.0;4;13;0.0413698955420821;1.1666666666666667
0;5;4.0;4;14;0.0344976865327537;1.25
0;5;4.0;4;15;0.0379198416463397;1.25
0;6;5.0;4;16;0.0391916543770632;1.2
0;5;4.0;4;17;0.0363444236266825;1.25
0;4;3.0;4;18;0.0416991081409231;1.3333333333333333
0;5;4.0;4;19;0.0440655058515803;1.25
0;5;4.0;4;20;0.0436910598251819;1.25
0;3;2.0;4;21;0.0392695008698748;1.5
1;5;4.0;4;11;0.0375129261387455;1.25
1;4;3.0;4;12;0.0406227940425608;1.3333333333333333
1;5;4.0;4;13;0.0443934965577275;1.25
1;6;5.0;4;14;0.0432060056287545;1.2
1;5;4.0;4;15;0.0379198416463397;1.25
1;6;3.0;4;16;0.0444714545464569;2.0
1;5;4.0;4;17;0.0363444236266825;1.25
1;5;4.0;4;18;0.0440655058515803;1.25
1;5;4.0;4;19;0.0440655058515803;1.25
1;4;3.0;4;20;0.0447628300056203;1.3333333333333333
1;3;2.0;4;21;0.0421126877112981;1.5
3;5;4.0;4;10;0.0445281180909375;1.25
3;6;3.0;4;11;0.0416731710090549;2.0
3;3;2.0;4;12;0.0353553009484725;1.5
3;4;2.0;4;13;0.0390696586240615;2.0
3;4;2.0;4;14;0.0394442599578944;2.0
3;6;5.0;4;15;0.0391916543770632;1.2
3;4;2.0;4;16;0.0266206495838867;2.0
3;5;4.0;4;17;0.0363444236266825;1.25
3;3;2.0;4;18;0.0356006172534231;1.5
3;3;2.0;4;19;0.0349817058442672;1.5
3;4;3.0;4;20;0.0447628300056203;1.3333333333333333
3;2;1.0;4;21;0.0160320664480799;2.0
4;18;9.0;4;10;0.0433476849705932;2.0
4;12;7.0;4;11;0.0431128143831744;1.7142857142857142
4;12;5.0;4;12;0.0302438820629678;2.4
4;11;5.0;4;13;0.0435247730893651;2.2
4;12;6.0;4;14;0.0367751688710388;2.0
4;5;4.0;4;15;0.0410836060889872;1.25
4;4;2.0;4;16;0.0256162419837726;2.0
4;9;7.0;4;17;0.0432002427387233;1.2857142857142858
4;12;6.0;4;18;0.0423956237833437;2.0
4;15;8.0;4;19;0.0419462863844826;1.875
4;12;6.0;4;20;0.0445976024326968;2.0
4;4;3.0;4;21;0.0432381864345029;1.3333333333333333
5;5;4.0;4;11;0.0409454118573998;1.25
5;12;6.0;4;12;0.0398903829762624;2.0
5;11;5.0;4;13;0.0435247730893651;2.2
5;11;5.0;4;14;0.0435247730893651;2.2
5;12;6.0;4;15;0.0339533329514652;2.0
5;12;5.0;4;16;0.0321228401230911;2.4
5;13;8.0;4;17;0.0428026552298044;1.625
5;15;8.0;4;18;0.0385145983912891;1.875
5;15;7.0;4;19;0.042086641493255;2.142857142857143
5;12;5.0;4;20;0.0431794412303605;2.4
5;3;2.0;4;21;0.0345487503773418;1.5
6;8;7.0;4;10;0.0442156832927871;1.1428571428571428
6;6;3.0;4;11;0.0341918351287097;2.0
6;6;3.0;4;12;0.0385273266794107;2.0
6;6;3.0;4;13;0.0420283696590821;2.0
6;11;5.0;4;14;0.04111484893237;2.2
6;5;4.0;4;15;0.035685425509618;1.25
6;11;5.0;4;16;0.040056058899939;2.2
6;9;4.0;4;17;0.0413242765292829;2.25
6;5;4.0;4;18;0.038933942436899;1.25
6;12;6.0;4;19;0.0368110850420651;2.0
6;5;4.0;4;20;0.0387611048891227;1.25
6;2;1.0;4;21;0.007384042437821;2.0
6;1;1.0;4;9;0.0048840938742158;1.0
7;5;4.0;4;10;0.0448331244829934;1.25
7;6;3.0;4;11;0.0341918351287097;2.0
7;11;5.0;4;12;0.0389994799042114;2.2
7;11;5.0;4;13;0.04111484893237;2.2
7;4;2.0;4;14;0.0414057410372885;2.0
7;5;4.0;4;15;0.035685425509618;1.25
7;6;3.0;4;16;0.037210977311625;2.0
7;9;4.0;4;17;0.0413242765292829;2.25
7;6;3.0;4;18;0.0430174081311206;2.0
7;5;4.0;4;19;0.038933942436899;1.25
7;12;6.0;4;20;0.0364366390156666;2.0
7;2;1.0;4;21;0.007384042437821;2.0
7;1;1.0;4;9;0.0048840938742158;1.0
7;1;1.0;4;8;0.0048840938742158;1.0
8;8;7.0;4;10;0.0442156832927871;1.1428571428571428
8;2;2.0;4;11;0.0340657263307082;1.0
8;11;5.0;4;12;0.0382072748129469;2.2
8;5;4.0;4;13;0.0321310025843351;1.25
8;12;6.0;4;14;0.0335017003430099;2.0
8;9;4.0;4;15;0.0429852288377531;2.25
8;11;6.0;4;16;0.0387983791275335;1.8333333333333333
8;15;10.0;4;17;0.0279901040797534;1.5
8;12;5.0;4;18;0.0371618931075031;2.4
8;12;5.0;4;19;0.0371618931075031;2.4
8;5;4.0;4;20;0.0428556098562086;1.25
8;1;1.0;4;21;0.042957179753746;1.0
9;7;6.0;4;10;0.0432355328107807;1.1666666666666667
9;5;4.0;4;11;0.0312895820565665;1.25
9;9;4.0;4;12;0.0444602190413635;2.25
9;11;5.0;4;13;0.0403226438411055;2.2
9;11;5.0;4;14;0.0403226438411055;2.2
9;9;4.0;4;15;0.0429852288377531;2.25
9;11;5.0;4;16;0.0392638538086745;2.2
9;9;6.0;4;17;0.0396390874984567;1.5
9;11;6.0;4;18;0.0418088836776239;1.8333333333333333
9;11;6.0;4;19;0.0443853083533754;1.8333333333333333
9;15;8.0;4;20;0.0353161722721031;1.875
9;1;1.0;4;21;0.042957179753746;1.0
9;1;1.0;4;9;0.0048840938742158;1.0
10;18;8.0;4;10;0.0397082187689669;2.25
10;12;6.0;4;11;0.0328727591185758;2.0
10;11;5.0;4;12;0.0382072748129469;2.2
10;11;5.0;4;13;0.0403226438411055;2.2
10;12;7.0;4;14;0.0413080414608907;1.7142857142857142
10;11;5.0;4;15;0.0387970384805286;2.2
10;9;4.0;4;16;0.0390773836743943;2.25
10;9;6.0;4;17;0.0396390874984567;1.5
10;12;6.0;4;18;0.0334424552750491;2.0
10;5;4.0;4;19;0.0386537869124802;1.25
10;12;5.0;4;20;0.0369890555597267;2.4
10;3;2.0;4;21;0.0410723725509614;1.5
11;2;2.0;4;10;0.0318824650679771;1.0
11;6;3.0;4;11;0.0341918351287097;2.0
11;1;1.0;4;12;0.0060777219967739;1.0
11;9;4.0;4;13;0.0422009275780175;2.25
11;9;4.0;4;14;0.0422009275780175;2.25
11;3;2.0;4;15;0.042078830651236;1.5
11;1;1.0;4;16;0.0090943026793939;1.0
11;4;2.0;4;17;0.0363429937648362;2.0
11;4;2.0;4;18;0.0436844946509122;2.0
11;3;2.0;4;19;0.0356795578178825;1.5
11;1;1.0;4;20;0.041156765653252;1.0
11;1;1.0;4;21;0.042888616576888;1.0
11;1;1.0;4;9;0.0048840938742158;1.0
12;11;5.0;4;11;0.0437266230370246;2.2
12;2;2.0;4;12;0.0396896756669989;1.0
12;12;5.0;4;13;0.0324978566105769;2.4
12;9;4.0;4;14;0.0427117770718545;2.25
12;12;5.0;4;15;0.0316990474470351;2.4
12;12;5.0;4;16;0.032165862775181;2.4
12;11;7.0;4;17;0.0419910494461017;1.5714285714285714
12;6;3.0;4;18;0.0447217344972437;2.0
12;6;5.0;4;19;0.040978965028892;1.2
12;6;5.0;4;20;0.0408061274811157;1.2
12;2;2.0;4;21;0.0407844455514067;1.0
12;1;1.0;4;9;0.0025112519387929;1.0
12;1;1.0;4;8;0.0025112519387929;1.0
13;4;3.0;4;10;0.0318777989993983;1.3333333333333333
13;2;2.0;4;11;0.0362871000406556;1.0
13;2;2.0;4;12;0.0396896756669989;1.0
13;1;1.0;4;13;0.0367832862440855;1.0
13;4;2.0;4;14;0.0443190105700729;2.0
13;6;3.0;4;15;0.0403638205728624;2.0
13;3;2.0;4;16;0.0302348505467112;1.5
13;1;1.0;4;17;0.0100574339934811;1.0
13;5;4.0;4;18;0.0391646364063173;1.25
13;1;1.0;4;19;0.0213048953639816;1.0
13;2;1.0;4;20;0.0003305784003975;2.0
14;12;6.0;4;11;0.0412715851997753;2.0
14;17;9.0;4;12;0.0334552603654277;1.8888888888888888
14;15;7.0;4;13;0.0419467305547378;2.142857142857143
14;12;6.0;4;14;0.0419005264242094;2.0
14;12;6.0;4;15;0.0342087821662619;2.0
14;17;10.0;4;16;0.0339622124146738;1.7
14;12;7.0;4;17;0.0417042794936217;1.7142857142857142
14;15;7.0;4;18;0.0431188366053096;2.142857142857143
14;7;6.0;4;19;0.0427508850365849;1.1666666666666667
14;17;9.0;4;20;0.0392158978775182;1.8888888888888888
14;5;4.0;4;21;0.0394302127780364;1.25
14;1;1.0;4;9;0.0025112519387929;1.0
15;5;4.0;4;10;0.0388909241542042;1.25
15;9;4.0;4;11;0.044145199301789;2.25
15;6;3.0;4;12;0.0363335139401561;2.0
15;1;1.0;4;13;0.0367832862440855;1.0
15;6;3.0;4;14;0.0398345569198275;2.0
15;9;4.0;4;15;0.0413962605977885;2.25
